catalog_no,title,author_name,published_year,pages,language,status,Source,category1,category2
P0084,මොග්ගල්ලාන පංචිකා,ධම්මානන්ද හිමි,1931-01-01,498,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0085,මොග්ගල්ලාන පංචිකා ප්‍රදීපය,ශ්‍රී රාහුල සංඝරාජ හිමි,1896-01-01,222,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0086,මොග්ගල්ලානව්‍යාකරණ විරිතසන්‍යය,ධම්මකිත්ති සිරි ධම්මනනද හිමි,1927-01-01,448,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0087,මොග්ගල්ලානණ්වාදිවුත්ති,ධම්මකිත්ති සිරි ධම්මනනද හිමි,1929-01-01,114,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0088,මොග්ගල්ලායනව්‍යාකරණං,බටුවන්තුඩාවේ පඬිතුමා,1890-01-01,102,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0089,සුබෝධාලංකාරය,දොඩම්දුවේ ධර්මසේන හිමි,1910-01-01,212,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0090,කචචායන ඡබබිධ සුතතවණණනා,වීරගල ඉන්ද්‍රජෝති හිමි,1928-01-01,102,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0091,ව්‍යාකරණසදදසින්‍ධු ප්‍රථම- ද්විතිය - තෘතිය භාගය - පාලි පාරිභාෂිකශබ්දකෝෂය,විදුරුපොල පියතිස්ස හිමි,1929-01-01,708,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0092,වාචකොපදේශය,වැලිතොට ඤාණතිලක හිමි,1902-01-01,78,Pali,Full,Na uyana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0093,විභත්තිකථා,වාරන විහාරවාසි පඤ්ඤානන්ද හිමි,1905-01-01,42,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0094,සන්න සහිත ශබ්ධසාරාත්‍ථර්‍ ජාලිනිය,සීලක්ඛන්ධ හිමි,1900-01-01,140,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0095,සන්න සහිත ශබ්ධසාරාත්‍ථර්‍ ජාලිනිය,සීලානන්ද හිමි,1902-01-01,182,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0096,සන්ධිදීපනී 1st Edition,යෝගියානේ නන්දාරාමතිස්ස හිමි,1886-01-01,102,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0096,සන්ධිදීපනී 2nd Edition,යෝගියානේ නන්දාරාමතිස්ස හිමි,1921-01-01,104,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0097,සුබෝධාලංකාරො,ඒ බි පෙරේරා,1897-01-01,30,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0098,සන්න සහිත සම්බන්ධචින්තා,කළුතර සාරානන්ද හිමි/ ආරණ්‍යවාසී ගෝතම හිමි,1891-01-01,112,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0099,සුධීරමුඛමණ්ඩනං - පාලිසමාසචක්කං,රතනජෝති හිමි,1910-01-01,47,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0100,සුබෝධාලංකාරය - පුරාතන සන්න සහිත,උදම්මිට ධම්මරක්ඛිත හිමි,1910-01-01,233,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
P0101,සම්බන්ධ චින්තා,කළුතර සාරානන්ද හිමි/ ආරණ්‍යවාසී ගෝතම හිමි,1891-01-01,30,Pali,Full,Path Nirwana,පාළි ව්‍යාකරණ,පාලි භාෂාව
V0001,01 පාරාජිකා පාළි - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0002,02 පාචිත්තිය පාළි 1 භික්ෂු විභංගය - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0003,03 පාචිත්තිය පාළි 2 භික්ෂුණි විභංගය - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0004,04 මහාවග්ග පාළි 1 - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0005,05 මහාවග්ග පාළි 2 - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0006,06 චුල්ලවග්ග පාළි 1 - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0007,07 චුල්ලවග්ග පාළි 2 - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0008,08 පරිවාර පාළි 1 - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
V0009,09 පරිවාර පාළි 2 - විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,විනය,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0040,10 දීඝ නිකාය 1 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0041,11 දීඝ නිකාය 2 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0042,12 දීඝ නිකාය 3 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0043,13 මජ්ඣිම නිකාය 1 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0044,14 මජ්ඣිම නිකාය 2 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0045,15 මජ්ඣිම නිකාය 3 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0046,16 සංයුත්ත නිකාය 1 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0047,17 සංයුත්ත නිකාය 2 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0048,18 සංයුත්ත නිකාය 3 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0049,19 සංයුත්ත නිකාය 4 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0050,20 සංයුත්ත නිකාය 5-1 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0051,21 සංයුත්ත නිකාය 5-2 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0052,22 අංගුත්තර නිකාය 1 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0053,23 අංගුත්තර නිකාය 2 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0054,24 අංගුත්තර නිකාය 3 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0055,25 අංගුත්තර නිකාය 4 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0056,26 අංගුත්තර නිකාය 5 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0057,27 අංගුත්තර නිකාය 6 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0058,28 ඛුද්දක පාඨ - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0059,29 සුත්ත නිපාතය - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0060,30 විමානවත්ථු පාළි පේතවත්ථු පාළි - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0061-62,31 ථෙරගාථා පාළි ථෙරීගාථා පාළි - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0063,32 ජාතක පාළි 1 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
S0064,33 ජාතක පාළි 2 - සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය,,,Sinhala,Full,Path Nirwana,සූත්‍ර,බුද්ධ ජයන්ති ත්‍රිපිටකය
